conversation_id,conversation_text,candidate_intent,candidate_count,group,sampling_type,gold_intent,label_reason,difficulty
1231224,"Customer: Can't access my [USER] account and been on the phone to customer services for an hour and haven't progressed. Help me pls

AmazonHelp: [USER] I'm terribly sorry for the poor experience, Tamara! What options have you been given so far? Please let us know! ^FD

Customer: @AmazonHelp After 45min of the phone, costing 7ppm- I got no where with your customer service team. I managed to reset my account and fix it myself.

Customer: @AmazonHelp was so disappointed by ur customer service phone-line&amp;now,not only will I have 2 deal with a hefty phone bill,but less inclined 2 use amazon

AmazonHelp: [USER] What phone number did you use?^CD",CUSTOMER_SERVICE_COMPLAINT,10458,Common,STRATIFIED,ACCOUNT_LINKING_OR_CONNECTIVITY_PROBLEM,"Customer's original issue is being locked out of their account; they self-resolve, but the underlying need was account access.",Hard
2841686,"Customer: @AmazonHelp getting aggravated trying to deal with amazonuk chat support about double payments for items coming out of my bank account and telling me my payments are been rejected. Thanks for leaving a really sour taste in my mouth

AmazonHelp: [USER] Oh no! I'm so sorry to hear about your troubles, Alan. Did chat support offer you any insight as to why this is happening? ^VF

Customer: @AmazonHelp they keep telling me to give the bank an authorisation code that the bank tell me has already been cleared and that I am attempted to be charged twice for each purchase. chat support was not helpful in the least telling me its my banks issue and to give them a code

AmazonHelp: [USER] Just to clarify, you have given the authorization code to your bank and they say that this has been cleared already? ^VS",CUSTOMER_SERVICE_COMPLAINT,10458,Common,STRATIFIED,DUPLICATE_CHARGE,Customer is being charged twice for purchases and chat support is unable to resolve the double-payment/authorization issue.,Medium
2369649,"Customer: [USER] [USER] guys its out of delivery at least you can call so that I can arrange for a self pick up pathetic. I would rather use flipkart

AmazonHelp: [USER] We'd like to have a closer look into this. Kindly report this to our support team here: and we'll assist you with it. ^HS",CUSTOMER_SERVICE_COMPLAINT,10458,Common,STRATIFIED,DELIVERY_ATTEMPT_PROBLEM,"Package is marked out for delivery but no attempt or call was made, and the customer wants to arrange self pick-up.",Medium
1699857,"Customer: [USER] No response to my return order for Omega 369 soft gels. expiry too near. Order ID: 406-2352573-1531566 Seller: Health-Mall

AmazonHelp: [USER] Sorry for the hassle. Please report this to our support team here: and we'll check this. 1/2^HN

AmazonHelp: [USER] Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN

Customer: @AmazonHelp ok",CUSTOMER_SERVICE_COMPLAINT,10458,Common,STRATIFIED,RETURN_REQUEST,Their Return Request got no response,Easy
2283867,"Customer: [USER] @AmazonHelp utterly disgusting customer service. I ordered my Grandsons main birthday present in plenty time for his birthday. And yet it still hasn't arrived for his 1st B/day today, even though it was due to be delivered yesterday. What's the point in prime service?

AmazonHelp: [USER] I'm sorry you didn't receive your order when you expected! I understand how frustrating that is! We'd like to help! Please reach out to us via phone/chat here: and we can provide further assistance. ^TK

Customer: @AmazonHelp I've phoned several time and still I'm no further forward.

AmazonHelp: [USER] When you reached out to us through the previously provided link, what information was provided? ^RR

Customer: @AmazonHelp The advice was to call Amazon.

AmazonHelp: [USER] We'd still like to assist. What options or insight were we able to provide when you spoke with us? ^SJ

Customer: @AmazonHelp They were pointless. I'm waiting a few days to see if the refund will actually arrive in my bank account. If it's not (As advised by my bank) they will look into outing a fraud claim in.",CUSTOMER_SERVICE_COMPLAINT,10458,Common,STRATIFIED,DELIVERY_DELAY,The customer�s order has not arrived even though it was due to be delivered yesterday,Medium
671297,"Customer: Has anyone used their Amazon Prime lately and not had a late package?? I feel like late is their normal anymore. I ordered some little baby boots for Elliott’s first thanksgiving outfit and they’re not going to arrive on time. 😭🤬 @AmazonHelp

AmazonHelp: [USER] I'm sorry to hear your order is late! What is the current tracking status for the order? You can review this information here: ^JS

Customer: @AmazonHelp I was sitting at my house waiting on my package, that was supposed to be delivered yesterday, and just got this notification from USPS. No one attempted to deliever. I had my windows open watching for them

AmazonHelp: [USER] Thanks for the info! We'd love to connect you to USPS to submit feedback. Please feel free to reach out to us here: ^SH",FEEDBACK,6440,Common,STRATIFIED,"	DELIVERY_DELAY","The customer�s order has arrived late, even with Prime Subscription",Medium
1046703,"Customer: @AmazonHelp Time to make your delivery executive famous! Absolutely arrogant, rescheduled the delivery without contacting me, cancelled the order when specifically asked to deliver it the next day. Maybe you should do something about this. I want my product delivered today! 😑😤

AmazonHelp: [USER] We'd like to investigate this, please share your details here: ^HA

Customer: @AmazonHelp Check the feedback on the link.

AmazonHelp: [USER] I get the concern, however, we'd like to check what went wrong. Please share the details and we'll reach out to you. ^MS",FEEDBACK,6440,Common,STRATIFIED,COURIER_OR_DRIVER_ISSUE,"The Courier Service (""delivery executive"") changed the delivery date without consent from customer",Medium
1053526,"Customer: Freaking service by Amazon!!! One of the waste online sites ever seen [USER] @AmazonHelp

AmazonHelp: [USER] Looks like you had a bad experience with us. Please tell us what went wrong, we will help you. ^BS

Customer: @AmazonHelp U people cancel the order by ur choice n then ask us to place a new order wen there is hike in price

AmazonHelp: [USER] You should've received one too about this. I've shared your feedback with the concerned team for review. [2/2] ^HA

AmazonHelp: [USER] I'm sorry about the order being canceled. Every canceled order is followed by an email with the reason. [1/2] ^HA

Customer: @AmazonHelp Wen u guys can't be up with ur words n y the hell do u guys publish ki u give offers n all

Customer: @AmazonHelp My order was cancelled cz it was damaged in transit n wen I asked for order ur cs team is saying I have to place new order

Customer: @AmazonHelp If u guys decide wthr to deliver the order o not then y the fuck u guys have started online shopping to satisfy custmr o to fuck them?

AmazonHelp: [USER] Apologies for the ordeal. Since the package is damaged in transit, it can't be delivered to you. ^VN (1/2)

AmazonHelp: [USER] If you'd like, kindly place a new order and we'll ensure the delivery. Appreciate your understanding. ^VN (2/2)

Customer: @AmazonHelp I'll place a new order can u guys deliver my order for the same price which u gave me B4??

AmazonHelp: [USER] order for the price mentioned on the website as it is the best price we could offer you. (2/2) ^VR

AmazonHelp: [USER] I understand your concern, unfortunately we do not have price match policy. I request you to kindly place a new(1/2) ^VR

Customer: @AmazonHelp U people r crazy really u want me to pay 2k more for that same fuckin order so that u guys could damage it once again

AmazonHelp: [USER] Further, I'll surely forward this as feedback internally and we'll work on it. (2/2) ^RI

AmazonHelp: [USER] I understand your concern. As stated earlier, we'll not be able to reinstate the order. (1/2) ^RI

Customer: @AmazonHelp Wat the fuck can you do?? Ur jus testing my patience U guys r cheat fraud cheating in the name of sale fuck u guys n goodbye to Amazon

Customer: @AmazonHelp U will work internally wat the fuck I will do with that?? I want my product that to in discounted rate

AmazonHelp: [USER] Please don't provide your email address, as we consider it to be personal info. Our page is visible to the public. 2/2 ^OS

AmazonHelp: [USER] That's strange! We'd be glad to help you. Please contact our support team here: 1/2 ^OS

Customer: @AmazonHelp If u guys have lil bit of shame n pride then call me 8884928125

AmazonHelp: [USER] Please don't provide your details, we consider it to be personal information. Our page is visible to the public.(2/2) ^VR

AmazonHelp: [USER] We'll not be able to reach you from here, kindly reach us from the link shared so that we can assist you. (1/2)^VR

Customer: @AmazonHelp Ur cs team is not able to find my details even after giving all info the person who spoke with me called Satish couldn't fetch my details

Customer: @AmazonHelp Ur supervisor ur managers are all afraid to take call wen I ask for call transfer those people hide.😂😂",FEEDBACK,6440,Common,STRATIFIED,ORDER_CANCELLATION,Amazon cancelled the customer's order because it was damaged in transit and is requiring a new order instead of reinstating the original one.,Medium
224396,"Customer: [USER] hey when is next Young Sheldon episode available in India.

Customer: [USER] We do not have any announcement for this as of now. Please stay tuned for any update. ^SG

Customer: [USER] Ok, keep me posted. Pls add Dr. Rajendra Prasad Telugu movies from 90's. Thank you.

AmazonHelp: [USER] Thank you for the suggestion. I shall definitely forward your feedback regarding this to the concerned team. ^HR",FEEDBACK,6440,Common,STRATIFIED,GENERAL_INFORMATION,Customer asks when a specific show episode will be available and requests certain older movies be added � a general content-availability/suggestion inquiry with no problem to resolve.,medium
2378928,"Customer: My last 2 Amazon orders somehow got delayed then lost by the delivery driver &amp; had to be refunded. Amazon has never been this terrible.

AmazonHelp: [USER] I'm sorry to hear that your delivery experience with us was less than pleasant. When was your order scheduled to be delivered? You can check here: ^SY",REFUND_PROBLEM,5842,Common,STRATIFIED,DELIVERY_NOT_RECEIVED,"Two consecutive orders were delayed and then lost by the delivery driver, resulting in refunds � core issue is packages never arriving.",medium
80532,"Customer: [USER] cheats people, I paid 8999 from my Amazon Pay for a mobile, balance deducted but order cancelled, when I contacted, no help. It's a simple fraud, I am going to sue Amazon India

AmazonHelp: [USER] We would like to help you. Please share your details with us here: We'll get in touch shortly. ^CB

Customer: @AmazonHelp I am contacting Amazon since 28/11/2107 but no one helps me. I purchased a mobile on the said date, my Amazon Pay balance deducted but order cancelled, I am still waiting for refund

AmazonHelp: [USER] I understand you're disappointed, Asif. I apologize about the experience you had with this order so far. We'd like to assist you. Kindly share your details through the link that was provided earlier so that we can take necessary action from our end. ^NK

Customer: @AmazonHelp OK, I am going use the link but your apology doesn't qualify here, I need my order completed. Why should I pay you more for the same product for no fault of mine.

AmazonHelp: [USER] We would our best to make things right for you. Once we have your details with us, we'll work on it right away. ^CB

Customer: @AmazonHelp I have used the link provided by you and sent the details, now do whatever but I want my order completed, how dare you people try to cheat customers in broad day light. I have Amazon Pay screenshots with me.

AmazonHelp: [USER] Thank you for sharing your details. We'll work on it and get back to you with an update via email soon. ^NR

Customer: @AmazonHelp How this order got cancelled for 'payment declined' reason where my Amazon Pay Balance was 9300 (2500 in money &amp; 6800 in Gifts and Credit )at the time of order and 8999 was deducted? Even no refund made till now for Gifts &amp; Credit money (Rs. 6800). It's simple fraud by Amazon.

Customer: @AmazonHelp Do you people know the meaning of 'soon'? I am contacting Amazon since 28/11/2107. Still you people claiming soon. It's pathetic. No CCE helps me when I tried to express my concerns. I have all the evidences in the form of Amazon Pay Balance Account Statement screenshots.

AmazonHelp: [USER] In this case, it seems your bank delayed in sending the approval or the funds were stuck at their gateway. The charges you're referring is just an authorization which can't be claimed by Amazon.in merchant. ^NR 2/3

AmazonHelp: [USER] Sorry to know the payment was declined. When you place an order Amazon tries to charge the amount on your payment method. There is a certain time frame in which we require approval from your issuing bank. ^NR 1/3

AmazonHelp: [USER] If debited, they'll be refunded back to you by your bank itself within 2-4 business days. Please feel free to revise the payment if you are getting a prompt for it so that the order can be placed. ^NR 3/3

Customer: @AmazonHelp Do you understand English? How come question of a bank arise? I have paid with Amazon Pay Balance yes you heard it right Amazon Pay Balance. Is this what you offer as help?

Customer: @AmazonHelp Did I ask for any charges? Do you understand what you write?

Customer: @AmazonHelp What the hell is this? How come a bank comes into the picture where I paid the whole amount from my Amazon Pay Balance? Make yourself aware about your own Amazon Pay Balance otherwise you can't help anyone.

AmazonHelp: [USER] I'm sorry about the previous Tweet, we would like to know your concern in detail. Write to us here: &amp; we'll take necessary actions to make things right. ^MJ

AmazonHelp: [USER] To assist you regarding this in a better way, please connect with us here: ^NR

Customer: @AmazonHelp I have sent you the details. There is no question of refund now, I want my order completed. Get it?

AmazonHelp: [USER] Thanks for sharing your details, appreciate your patience while we help you with the available options. ^MJ

Customer: @AmazonHelp I am still waiting for help. How come my balance deducted and it's not there in Amazon Pay Balance Account Statement? It's simple cheat from Amazon India.

AmazonHelp: [USER] You must've received a correspondence from us on this. Please find it, here: and kindly revert to it if needed. ^YP

Customer: @AmazonHelp What should I do with your correspondence? I need resolution but Amazon people cheating us. I have sent all the details but in vain. It's 6 days now and Amazon is not even responding, I have to call them, pathetic!

AmazonHelp: [USER] If you are not happy with the resolution provided in the correspondence, you may reply to the mail with your insight on this and we'll assist you further. ^VH",REFUND_PROBLEM,5842,Common,STRATIFIED,AMAZON_PAY_PROBLEM,"Amazon Pay balance was deducted for an order that got cancelled, and the customer is fighting for weeks to get the order completed or the Pay balance restored � issue is specifically tied to the Amazon Pay balance mechanism.",hard
77496,"Customer: [USER] this is ridiculous...i specified that this order was a gift too....and a ""replacement"" would cost me more since one of the items was a part of a lightning deal...

AmazonHelp: [USER] Hi, have you had a chance to request a refund or replacement for your order?^PJ

Customer: @AmazonHelp not yet, would a replacement still be of the same amount if one of the items was a part of a lightning deal?

AmazonHelp: [USER] Great question! Please reach out to us here: so we can look into this together. ^SC

Customer: @AmazonHelp ok but this is a link to the UK site and i live in the US

AmazonHelp: [USER] Apologies for the incorrect link, Hannah. You can get in touch here: ^TI",REFUND_PROBLEM,5842,Common,STRATIFIED,REPLACEMENT_PROBLEM,Customer questions whether a replacement for a damaged/lightning-deal item would still be honored at the original price � a replacement-process concern.,medium
2879467,"Customer: Ordered Lenovo Z2 Plus for the second time from [USER] and again they cancelled it on the day of delivering. Order# 406-1020722-6875566 Tracking# 447207503857 So much hype for your service? which is absolutely horse crap!!!

AmazonHelp: [USER] I'm sorry that your order is canceled. Kindly reach out to us here: and we'll check it for you. Please don't provide your order details, as we consider it to be personal information. Our Twitter page is visible to the public. ^AU

Customer: @AmazonHelp and what thats gonna do? already spoke to your rep and they said they cant do anything, and a month has been wasted, already placed and got cancelled twice, tell me if you can do anything

Customer: @AmazonHelp i gave my office address for delivery and been waiting here for 2 hours after shift, only to find out its ""undeliverable"" why post the order if you cant deliver it?

Customer: @AmazonHelp [USER] Wow good services 😒

AmazonHelp: [USER] I can understand how upsetting it can be when an order is canceled. We'd like to work on this. Kindly share your details here: - and we'll get back to you at the earliest. ^SC

Customer: @AmazonHelp spoke to your support, all they could do is refund the amount. Are you guys serious? Your courier guy didnt even call me once and rejected my exchange, you have wasted 1 month for me, i'd rather go to the consumer court now

Customer: [USER] @AmazonHelp their courier guy rejected the order without even calling, and this is the second time, just blanked 😡

AmazonHelp: [USER] We'd like to take a closer look at the issue. Kindly drop your details through the secure link above and we'll get in touch with you. ^NS",REFUND_PROBLEM,5842,Common,STRATIFIED,ORDER_CANCELLATION,Order cancelled twice in a row on the day of delivery with no resolution beyond a refund offer � core complaint is repeated unexplained cancellation.,medium
